filename,width,height,class,xmin,ymin,xmax,ymax
Apple Red Delicious/r_155_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_156_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_157_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_158_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_159_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_15_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_160_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_161_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_162_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_163_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_164_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_165_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_166_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_167_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_168_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_169_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_16_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_171_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_172_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_173_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_174_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_175_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_176_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_177_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_178_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_179_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_268_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_271_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_272_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_273_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_274_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_275_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_276_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_277_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_278_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_279_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_280_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_281_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_282_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_283_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_284_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_285_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_286_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_287_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_288_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_289_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_290_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_291_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_292_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_309_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_310_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_311_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_312_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_313_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_314_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_315_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_316_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_317_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_318_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_319_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_320_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_321_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_323_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_6_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_8_100.jpg,100,100,apple,0,0,100,100
Apple Red Delicious/r_9_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/321_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/322_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/323_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/324_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/325_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/326_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/327_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/32_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/33_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/34_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/35_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/36_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/37_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/38_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/39_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/3_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/40_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/41_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/42_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/43_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/44_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/45_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/46_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/47_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/48_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/49_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/4_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/50_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/51_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/52_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/53_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/54_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/55_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/56_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/57_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/58_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/59_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/5_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/60_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/61_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/62_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/63_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/64_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/65_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/66_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/67_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/68_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/69_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/6_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/70_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/71_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/72_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/73_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/74_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/75_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/76_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/77_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/78_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/79_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/7_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/80_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/81_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/82_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/83_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/84_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/85_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/86_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/87_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/88_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/89_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/8_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/90_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/91_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/92_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/93_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/94_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/95_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/96_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/97_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/98_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/99_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/9_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_321_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_322_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_323_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_324_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_325_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_326_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_327_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_32_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_33_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_34_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_35_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_36_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_37_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_38_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_39_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_3_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_40_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_41_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_42_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_43_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_44_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_45_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_46_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_47_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_48_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_49_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_4_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_50_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_51_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_52_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_53_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_54_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_55_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_56_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_57_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_58_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_59_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_5_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_60_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_61_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_62_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_63_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_64_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_65_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_66_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_67_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_68_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_69_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_6_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_70_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_71_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_72_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_73_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_74_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_75_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_76_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_77_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_78_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_79_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_7_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_80_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_81_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_82_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_83_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_84_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_85_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_86_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_87_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_88_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_89_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_8_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_90_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_91_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_92_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_93_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_94_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_95_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_96_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_97_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_98_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_99_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 1/r_9_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/106_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/107_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/108_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/109_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/110_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/111_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/112_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/113_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/114_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/115_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/116_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/117_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/118_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/119_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/120_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/121_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/122_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/123_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/124_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/125_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/126_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/127_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/128_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/129_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/130_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/131_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/132_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/133_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/134_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/135_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/199_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/201_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/202_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/203_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/204_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/205_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/206_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/207_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/208_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/210_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/214_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/217_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/218_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/222_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/223_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/224_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/225_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/226_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/227_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/228_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/229_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/230_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/231_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/233_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/234_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/235_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/236_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/237_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/238_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/239_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/240_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/241_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/242_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/243_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/244_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/247_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/248_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/251_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/260_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/261_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/280_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/284_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/287_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/290_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/4_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_166_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_169_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_171_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_172_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_173_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_174_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_175_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_176_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_177_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_178_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_179_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_180_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_181_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_182_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_183_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_184_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_185_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_186_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_187_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_188_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_189_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_190_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_191_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_192_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_193_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_194_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_195_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_196_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_197_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_198_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_199_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_200_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_201_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_202_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_203_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_204_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_205_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_206_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_207_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_208_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_209_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_210_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_211_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_212_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_213_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_214_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_215_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_216_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_217_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_218_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_219_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_220_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_221_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_222_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_223_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_224_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_225_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_226_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_227_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_228_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_229_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_230_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_231_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_232_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_23_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_27_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_28_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_29_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r2_43_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_213_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_217_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_218_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_219_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_220_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_221_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_222_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_223_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_224_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_225_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_226_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_227_100.jpg,100,100,apple,0,0,100,100
Apple Red Yellow 2/r_228_100.jpg,100,100,apple,0,0,100,100
